id,food_cd,group_name,food_name,research_year,maker_name,ref_name,serving_size,calorie,carbohydrate,protein,province,sugars,salt,cholesterol,saturated_fatty_acids,trans_fat
1926,D011713,음료 및 차류,콘파냐,2019,커피마마,식약처('19),40,32.0,0.0,0.0,0.0,1.5,34.7,0.0,2.2,0.0
1927,D011714,음료 및 차류,아포가토,2019,커피마마,식약처('19),105,108.4,0.0,1.6,0.0,10.1,53.6,0.0,3.8,0.0
1928,D011715,음료 및 차류,카라멜 라떼 R,2019,커피마마,식약처('19),300,226.6,0.0,7.2,0.0,23.2,151.2,0.0,6.0,0.0
1929,D011716,음료 및 차류,카라멜 라떼 L,2019,커피마마,식약처('19),360,303.4,0.0,9.0,0.0,32.1,210.0,0.0,7.5,0.0
1930,D011717,음료 및 차류,바닐라라떼 R,2019,커피마마,식약처('19),300,193.0,0.0,7.2,0.0,16.9,150.6,0.0,6.0,0.0
1931,D011718,음료 및 차류,바닐라라떼 L,2019,커피마마,식약처('19),390,253.0,0.0,9.0,0.0,22.7,210.9,0.0,7.5,0.0
1932,D011719,음료 및 차류,연라떼 R,2019,커피마마,식약처('19),251,223.5,0.0,7.5,0.0,10.1,154.0,0.0,6.3,0.0
1933,D011720,음료 및 차류,연라떼 L,2019,커피마마,식약처('19),346,316.2,0.0,10.4,0.0,13.4,230.0,0.0,8.7,0.0
1934,D011721,음료 및 차류,카푸치노 R,2019,커피마마,식약처('19),221,126.0,0.0,5.4,0.0,8.9,120.1,0.0,4.5,0.0
1935,D011722,음료 및 차류,카푸치노 L,2019,커피마마,식약처('19),301,170.0,0.0,7.2,0.0,11.6,180.1,0.0,6.0,0.0
1936,D011723,음료 및 차류,카라멜 마끼아또 R,2019,커피마마,식약처('19),244,201.7,0.0,5.5,0.0,23.3,125.9,0.0,4.5,0.0
1937,D011724,음료 및 차류,카라멜 마끼아또 L,2019,커피마마,식약처('19),334,278.5,0.0,7.3,0.0,32.2,186.5,0.0,6.0,0.0
1938,D011725,음료 및 차류,카라멜모카 R,2019,커피마마,식약처('19),354,396.1,0.0,8.0,0.0,47.3,234.8,0.0,12.9,0.0
1939,D011726,음료 및 차류,카라멜모카 L,2019,커피마마,식약처('19),464,539.1,0.0,11.1,0.0,64.1,303.5,0.0,16.3,0.0
1940,D011727,음료 및 차류,딸기라떼 R,2019,커피마마,식약처('19),377,209.3,0.0,4.5,0.0,35.7,71.1,0.0,3.0,0.0
1941,D011728,음료 및 차류,딸기라떼 L,2019,커피마마,식약처('19),473,286.0,0.0,4.4,0.0,56.0,69.5,0.0,2.4,0.0
1942,D011729,음료 및 차류,진저라떼 R,2019,커피마마,식약처('19),280,265.4,0.0,7.2,0.0,35.2,125.0,0.0,6.0,0.0
1943,D011730,음료 및 차류,진저라떼 L,2019,커피마마,식약처('19),360,359.1,0.0,9.0,0.0,50.1,157.5,0.0,7.5,0.0
1944,D011731,음료 및 차류,캐시미어 초코 R,2019,커피마마,식약처('19),296,533.3,0.0,10.2,0.0,49.5,159.9,0.0,19.2,0.0
1945,D011732,음료 및 차류,캐시미어 초코 L,2019,커피마마,식약처('19),421,785.0,0.0,14.9,0.0,70.1,228.4,0.0,28.6,0.0
1946,D011733,음료 및 차류,토피넛 라떼 R,2019,커피마마,식약처('19),316,440.9,0.0,8.4,0.0,38.5,228.9,0.0,20.6,0.0
1947,D011734,음료 및 차류,토피넛 라떼 L,2019,커피마마,식약처('19),402,588.2,0.0,10.8,0.0,49.6,308.6,0.0,28.2,0.0
1948,D011735,음료 및 차류,아이스 화이트초코 라떼 R,2019,커피마마,식약처('19),396,333.2,0.0,4.5,0.0,44.8,188.1,0.0,10.4,0.0
1949,D011736,음료 및 차류,아이스 화이트초코 라떼 L,2019,커피마마,식약처('19),610,543.0,0.0,9.0,0.0,71.4,317.4,0.0,16.3,0.0
1950,D011737,음료 및 차류,아이스 초코 라떼 R,2019,커피마마,식약처('19),396,323.9,0.0,5.9,0.0,39.9,135.9,0.0,10.4,0.0
1951,D011738,음료 및 차류,아이스 초코 라떼 L,2019,커피마마,식약처('19),601,489.9,0.0,9.7,0.0,60.1,216.4,0.0,15.2,0.0
1952,D011739,음료 및 차류,아이스 토피넛 라떼 R,2019,커피마마,식약처('19),401,362.9,0.0,4.8,0.0,33.1,168.9,0.0,17.6,0.0
1953,D011740,음료 및 차류,아이스 토피넛 라떼 L,2019,커피마마,식약처('19),497,490.7,0.0,6.3,0.0,42.8,233.6,0.0,24.5,0.0
1954,D011741,음료 및 차류,아이스 고구마라떼 R,2019,커피마마,식약처('19),490,253.6,0.0,4.6,0.0,28.8,69.0,0.0,3.7,0.0
1955,D011742,음료 및 차류,아이스 고구마라떼 L,2019,커피마마,식약처('19),545,398.8,0.0,7.0,0.0,46.2,104.1,0.0,5.6,0.0
1956,D011743,음료 및 차류,고구마라떼 R,2019,커피마마,식약처('19),350,381.3,0.0,7.4,0.0,40.2,111.6,0.0,6.0,0.0
1957,D011744,음료 및 차류,고구마라떼 L,2019,커피마마,식약처('19),440,519.0,0.0,11.0,0.0,53.5,168.0,0.0,8.9,0.0
1958,D011745,음료 및 차류,오곡라떼 R,2019,커피마마,식약처('19),285,341.1,0.0,10.2,0.0,23.3,164.4,0.0,7.4,0.0
1959,D011746,음료 및 차류,오곡라떼 L,2019,커피마마,식약처('19),368,474.3,0.0,13.5,0.0,32.8,223.4,0.0,10.2,0.0
1960,D011747,음료 및 차류,아이스 그린티라떼 R,2019,커피마마,식약처('19),385,216.3,0.0,5.1,0.0,28.8,75.0,0.0,3.8,0.0
1961,D011748,음료 및 차류,아이스 그린티라떼 L,2019,커피마마,식약처('19),530,334.2,0.0,8.1,0.0,43.8,120.0,0.0,6.0,0.0
1962,D011749,음료 및 차류,아이스 오곡라떼 R,2019,커피마마,식약처('19),468,296.8,0.0,7.0,0.0,21.0,123.1,0.0,5.5,0.0
1963,D011750,음료 및 차류,아이스 오곡라떼 L,2019,커피마마,식약처('19),523,470.1,0.0,11.2,0.0,33.2,194.7,0.0,8.7,0.0
1964,D011751,음료 및 차류,녹차라떼 R,2019,커피마마,식약처('19),263,245.1,0.0,7.7,0.0,27.3,120.0,0.0,6.0,0.0
1965,D011752,음료 및 차류,녹차라떼 L,2019,커피마마,식약처('19),330,313.8,0.0,9.6,0.0,35.5,150.0,0.0,7.5,0.0
1966,D011753,음료 및 차류,아이스 홍차라떼 R,2019,커피마마,식약처('19),393,238.8,0.0,5.4,0.0,25.1,88.1,0.0,5.0,0.0
1967,D011754,음료 및 차류,아이스 홍차라떼 L,2019,커피마마,식약처('19),508,334.3,0.0,7.5,0.0,35.1,123.3,0.0,7.0,0.0
1968,D011755,음료 및 차류,시나몬 크림 초코 R,2019,커피마마,식약처('19),211,220.7,0.0,7.0,0.0,32.0,143.4,0.0,4.9,0.0
1969,D011756,음료 및 차류,시나몬 크림 초코 L,2019,커피마마,식약처('19),324,285.3,0.0,9.2,0.0,40.6,186.6,0.0,6.5,0.0
1970,D011757,음료 및 차류,아이스 시나몬크림초코 R,2019,커피마마,식약처('19),241,136.2,0.0,3.1,0.0,26.2,78.4,0.0,1.6,0.0
1971,D011758,음료 및 차류,아이스 시나몬크림초코 L,2019,커피마마,식약처('19),384,207.3,0.0,5.6,0.0,35.2,126.6,0.0,3.5,0.0
1972,D011759,음료 및 차류,홍차라떼 R,2019,커피마마,식약처('19),270,269.0,0.0,7.9,0.0,25.4,130.5,0.0,7.0,0.0
1973,D011760,음료 및 차류,홍차라떼 L,2019,커피마마,식약처('19),345,364.5,0.0,10.1,0.0,35.5,165.7,0.0,9.0,0.0
1974,D011761,음료 및 차류,리얼프리미엄 초코 R,2019,커피마마,식약처('19),301,478.1,0.0,11.3,0.0,35.6,130.1,0.0,20.0,0.0
1975,D011762,음료 및 차류,리얼프리미엄 초코 L,2019,커피마마,식약처('19),451,715.1,0.0,16.9,0.0,53.0,195.1,0.0,30.0,0.0
1976,D011763,음료 및 차류,리얼프리미엄 모카 R,2019,커피마마,식약처('19),274,462.6,0.0,8.0,0.0,33.9,132.1,0.0,22.0,0.0
1977,D011764,음료 및 차류,리얼프리미엄 모카 L,2019,커피마마,식약처('19),424,712.1,0.0,12.7,0.0,51.4,216.8,0.0,33.5,0.0
1978,D011765,음료 및 차류,리얼프리미엄 바닐라 R,2019,커피마마,식약처('19),243,336.9,0.0,6.5,0.0,30.4,161.0,0.0,15.6,0.0
1979,D011766,음료 및 차류,리얼프리미엄 바닐라 L,2019,커피마마,식약처('19),355,509.1,0.0,11.2,0.0,45.3,256.7,0.0,22.9,0.0
1980,D011767,음료 및 차류,초코 라떼 R,2019,커피마마,식약처('19),311,382.4,0.0,8.6,0.0,43.9,180.9,0.0,12.6,0.0
1981,D011768,음료 및 차류,초코 라떼 L,2019,커피마마,식약처('19),401,519.1,0.0,11.1,0.0,62.1,238.9,0.0,16.3,0.0
1982,D011769,음료 및 차류,아이스 민트초코 라떼 R,2019,커피마마,식약처('19),499,370.3,0.0,6.0,0.0,41.6,133.9,0.0,14.0,0.0
1983,D011770,음료 및 차류,아이스 민트초코 라떼 L,2019,커피마마,식약처('19),531,443.6,0.0,7.7,0.0,43.4,159.0,0.0,19.3,0.0
1984,D011771,음료 및 차류,민트초코 라떼 R,2019,커피마마,식약처('19),339,448.3,0.0,9.6,0.0,47.0,193.9,0.0,17.0,0.0
1985,D011772,음료 및 차류,민트초코 라떼 L,2019,커피마마,식약처('19),436,513.6,0.0,11.3,0.0,47.3,218.8,0.0,22.3,0.0
1986,D011773,음료 및 차류,화이트초코 라떼 R,2019,커피마마,식약처('19),311,391.7,0.0,7.2,0.0,48.9,233.1,0.0,12.6,0.0
1987,D011774,음료 및 차류,화이트초코 라떼 L,2019,커피마마,식약처('19),410,543.0,0.0,9.0,0.0,71.4,317.4,0.0,16.3,0.0
1988,D011775,음료 및 차류,수박 프로스트 R,2019,커피마마,식약처('19),525,161.6,0.0,14.0,0.0,186.1,120.0,0.0,0.0,0.0
1989,D011776,음료 및 차류,수박 프로스트 L,2019,커피마마,식약처('19),725,242.4,0.0,21.0,0.0,279.15,180.0,0.0,0.0,0.0
1990,D011777,음료 및 차류,청포도 프로스트 R,2019,커피마마,식약처('19),320,227.2,0.0,0.0,0.0,59.2,5.0,0.0,0.0,0.0
1991,D011778,음료 및 차류,청포도 프로스트 L,2019,커피마마,식약처('19),430,374.4,0.0,0.0,0.0,97.4,8.0,0.0,0.0,0.0
1992,D011779,음료 및 차류,초코 파르페,2019,커피마마,식약처('19),466,598.9,0.0,9.2,0.0,72.3,247.0,0.0,15.1,0.0
1993,D011780,음료 및 차류,딸기치즈 프로스트 R,2019,커피마마,식약처('19),420,411.9,0.0,6.0,0.0,55.9,218.3,0.0,5.3,0.0
1994,D011781,음료 및 차류,딸기치즈 프로스트 L,2019,커피마마,식약처('19),601,701.4,0.0,9.7,0.0,78.3,354.6,0.0,17.3,0.0
1995,D011782,음료 및 차류,딸퐁 요거트 프로스트 R,2019,커피마마,식약처('19),497,427.4,0.0,6.6,0.0,68.8,144.7,0.0,3.1,0.0
1996,D011783,음료 및 차류,딸퐁 요거트 프로스트 L,2019,커피마마,식약처('19),612,545.0,0.0,8.7,0.0,84.0,192.4,0.0,4.2,0.0
1997,D011784,음료 및 차류,깔라만시 프로스트 R,2019,커피마마,식약처('19),405,319.1,0.0,4.3,0.0,59.0,78.5,0.0,2.3,0.0
1998,D011785,음료 및 차류,깔라만시 프로스트 L,2019,커피마마,식약처('19),515,468.9,0.0,6.0,0.0,87.8,110.2,0.0,3.1,0.0
1999,D011786,음료 및 차류,그래놀라요거트프로스트(블루베리) R,2019,커피마마,식약처('19),290,369.9,0.0,6.6,0.0,50.2,209.8,0.0,2.9,0.0
2000,D011787,음료 및 차류,그래놀라요거트프로스트(블루베리) L,2019,커피마마,식약처('19),420,574.9,0.0,10.2,0.0,76.7,334.7,0.0,4.4,0.0
2001,D011788,음료 및 차류,리얼 쿠앤크 쉐이크,2019,커피마마,식약처('19),380,382.8,0.0,3.7,0.0,47.7,183.9,0.0,8.2,0.0
2002,D011789,음료 및 차류,리얼 블루베리 쉐이크,2019,커피마마,식약처('19),385,252.1,0.0,2.6,0.0,38.7,90.9,0.0,4.0,0.0
2003,D011790,음료 및 차류,리얼 딸기 쉐이크,2019,커피마마,식약처('19),430,280.8,0.0,3.3,0.0,40.3,57.8,0.0,4.1,0.0
2004,D011791,음료 및 차류,오리지널 바닐라 쉐이크,2019,커피마마,식약처('19),365,186.3,0.0,3.1,0.0,22.0,50.1,0.0,4.8,0.0
2005,D011792,음료 및 차류,블루베리 버블 프로스트 R,2019,커피마마,식약처('19),383,366.0,0.0,2.5,0.0,47.4,70.3,0.0,3.5,0.0
2006,D011793,음료 및 차류,블루베리 버블 프로스트 L,2019,커피마마,식약처('19),464,633.9,0.0,4.9,0.0,81.7,125.4,0.0,5.2,0.0
2007,D011794,음료 및 차류,타로 버블 프로스트 R,2019,커피마마,식약처('19),383,371.9,0.0,2.7,0.0,45.8,145.2,0.0,4.4,0.0
2008,D011795,음료 및 차류,타로 버블 프로스트 L,2019,커피마마,식약처('19),464,642.8,0.0,5.2,0.0,79.4,237.8,0.0,6.6,0.0
2009,D011796,음료 및 차류,망고 버블 프로스트 R,2019,커피마마,식약처('19),383,360.2,0.0,2.5,0.0,52.4,126.3,0.0,2.3,0.0
2010,D011797,음료 및 차류,망고 버블 프로스트 L,2019,커피마마,식약처('19),464,625.2,0.0,4.8,0.0,89.2,209.4,0.0,3.4,0.0
2011,D011798,음료 및 차류,모카 프로스트 R,2019,커피마마,식약처('19),389,447.4,0.0,4.7,0.0,56.7,201.1,0.0,12.6,0.0
2012,D011799,음료 및 차류,모카 프로스트 L,2019,커피마마,식약처('19),514,653.1,0.0,7.1,0.0,83.0,311.9,0.0,17.8,0.0
2013,D011800,음료 및 차류,에스프레소 프로스트 R,2019,커피마마,식약처('19),345,304.7,0.0,2.4,0.0,31.3,164.7,0.0,11.9,0.0
2014,D011801,음료 및 차류,에스프레소 프로스트 L,2019,커피마마,식약처('19),435,448.3,0.0,4.1,0.0,46.9,222.2,0.0,17.1,0.0
2015,D011802,음료 및 차류,자바칩모카 프로스트 R,2019,커피마마,식약처('19),384,484.2,0.0,6.6,0.0,60.0,214.6,0.0,16.6,0.0
2016,D011803,음료 및 차류,자바칩모카 프로스트 L,2019,커피마마,식약처('19),522,708.3,0.0,9.9,0.0,87.8,332.2,0.0,23.8,0.0
2017,D011804,음료 및 차류,카라멜 프로스트 R,2019,커피마마,식약처('19),389,444.8,0.0,3.4,0.0,59.4,239.7,0.0,13.3,0.0
2018,D011805,음료 및 차류,카라멜 프로스트 L,2019,커피마마,식약처('19),514,653.1,0.0,7.1,0.0,83.0,311.9,0.0,17.8,0.0
2019,D011806,음료 및 차류,자바칩 프로스트 R,2019,커피마마,식약처('19),381,488.7,0.0,7.4,0.0,59.3,195.0,0.0,17.4,0.0
2020,D011807,음료 및 차류,자바칩 프로스트 L,2019,커피마마,식약처('19),519,727.3,0.0,11.6,0.0,88.5,297.6,0.0,25.3,0.0
2021,D011808,음료 및 차류,녹차 프로스트 R,2019,커피마마,식약처('19),401,360.7,0.0,5.5,0.0,44.9,89.1,0.0,10.4,0.0
2022,D011809,음료 및 차류,녹차 프로스트 L,2019,커피마마,식약처('19),526,495.8,0.0,8.0,0.0,60.7,131.3,0.0,14.5,0.0
2023,D011810,음료 및 차류,고구마 프로스트 R,2019,커피마마,식약처('19),475,448.7,0.0,6.5,0.0,53.5,93.0,0.0,5.2,0.0
2024,D011811,음료 및 차류,고구마 프로스트 L,2019,커피마마,식약처('19),650,673.1,0.0,9.8,0.0,80.2,139.5,0.0,7.7,0.0
2025,D011812,음료 및 차류,화이트 프로스트 R,2019,커피마마,식약처('19),374,490.9,0.0,4.5,0.0,71.3,262.4,0.0,13.9,0.0
2026,D011813,음료 및 차류,화이트 프로스트 L,2019,커피마마,식약처('19),477,619.5,0.0,7.2,0.0,82.6,324.3,0.0,19.9,0.0
2027,D011814,음료 및 차류,오곡프로스트 R,2019,커피마마,식약처('19),400,404.3,0.0,7.2,0.0,54.3,80.0,0.0,4.6,0.0
2028,D011815,음료 및 차류,오곡프로스트 L,2019,커피마마,식약처('19),533,578.1,0.0,10.0,0.0,81.5,118.1,0.0,6.5,0.0
2029,D011816,음료 및 차류,유자 프로스트 R,2019,커피마마,식약처('19),385,305.2,0.0,3.6,0.0,56.1,120.0,0.0,3.0,0.0
2030,D011817,음료 및 차류,유자 프로스트 L,2019,커피마마,식약처('19),545,532.8,0.0,5.4,0.0,100.7,202.5,0.0,4.5,0.0
2031,D011818,음료 및 차류,키위 프로스트 R,2019,커피마마,식약처('19),375,298.6,0.0,4.7,0.0,53.4,82.9,0.0,3.0,0.0
2032,D011819,음료 및 차류,키위 프로스트 L,2019,커피마마,식약처('19),520,503.0,0.0,7.4,0.0,92.1,130.0,0.0,4.5,0.0
2033,D011820,음료 및 차류,망고 프로스트 R,2019,커피마마,식약처('19),395,336.6,0.0,5.0,0.0,61.1,67.1,0.0,3.0,0.0
2034,D011821,음료 및 차류,망고 프로스트 L,2019,커피마마,식약처('19),520,479.0,0.0,7.4,0.0,86.1,100.0,0.0,4.5,0.0
2035,D011822,음료 및 차류,딸기 프로스트 R,2019,커피마마,식약처('19),375,276.9,0.0,4.7,0.0,53.4,100.0,0.0,3.0,0.0
2036,D011823,음료 및 차류,딸기 프로스트 L,2019,커피마마,식약처('19),520,465.0,0.0,7.4,0.0,92.1,160.0,0.0,4.5,0.0
2037,D011824,음료 및 차류,믹스베리 프로스트 R,2019,커피마마,식약처('19),395,330.9,0.0,3.6,0.0,62.5,67.1,0.0,3.0,0.0
2038,D011825,음료 및 차류,믹스베리 프로스트 L,2019,커피마마,식약처('19),520,471.0,0.0,5.4,0.0,88.1,100.0,0.0,4.5,0.0
2039,D011826,음료 및 차류,플레인 요거트 프로스트,2019,커피마마,식약처('19),370,253.1,0.0,5.7,0.0,39.6,84.4,0.0,3.1,0.0
2040,D011827,음료 및 차류,딸기 요거트 프로스트 R,2019,커피마마,식약처('19),335,255.2,0.0,3.8,0.0,49.5,66.3,0.0,1.5,0.0
2041,D011828,음료 및 차류,딸기 요거트 프로스트 L,2019,커피마마,식약처('19),455,382.8,0.0,5.6,0.0,74.3,99.4,0.0,2.3,0.0
2042,D011829,음료 및 차류,키위 요거트 프로스트 R,2019,커피마마,식약처('19),335,266.0,0.0,3.8,0.0,49.5,57.7,0.0,1.5,0.0
2043,D011830,음료 및 차류,키위 요거트 프로스트 L,2019,커피마마,식약처('19),455,399.1,0.0,5.6,0.0,74.3,86.6,0.0,2.3,0.0
2044,D011831,음료 및 차류,망고 요거트 프로스트 R,2019,커피마마,식약처('19),335,259.2,0.0,3.8,0.0,47.8,49.2,0.0,1.5,0.0
2045,D011832,음료 및 차류,망고 요거트 프로스트 L,2019,커피마마,식약처('19),455,388.8,0.0,5.6,0.0,71.7,73.7,0.0,2.3,0.0
2046,D011833,음료 및 차류,청포도 에이드 R,2019,커피마마,식약처('19),365,107.2,0.0,0.0,0.0,27.7,2.0,0.0,0.0,0.0
2047,D011834,음료 및 차류,청포도 에이드 L,2019,커피마마,식약처('19),525,187.2,0.0,0.0,0.0,48.7,4.0,0.0,0.0,0.0
2048,D011835,음료 및 차류,깔라만시 팝핑에이드 R,2019,커피마마,식약처('19),405,105.4,0.0,0.3,0.0,17.8,21.6,0.0,0.0,0.0
2049,D011836,음료 및 차류,깔라만시 팝핑에이드 L,2019,커피마마,식약처('19),600,187.3,0.0,0.5,0.0,30.4,42.6,0.0,0.0,0.0
2050,D011837,음료 및 차류,깔라망코주스 R,2019,커피마마,식약처('19),410,170.4,0.0,0.2,0.0,37.8,31.6,0.0,0.0,0.0
2051,D011838,음료 및 차류,깔라망코주스 L,2019,커피마마,식약처('19),590,243.9,0.0,0.2,0.0,54.1,47.2,0.0,0.0,0.0
2052,D011839,음료 및 차류,오리지널 깔라만시 R,2019,커피마마,식약처('19),415,93.9,0.0,0.2,0.0,21.1,2.2,0.0,0.0,0.0
2053,D011840,음료 및 차류,오리지널 깔라만시 L,2019,커피마마,식약처('19),590,140.8,0.0,0.4,0.0,31.7,3.2,0.0,0.0,0.0
2054,D011841,음료 및 차류,유자몽 에이드 R,2019,커피마마,식약처('19),440,257.6,0.0,0.0,0.0,58.1,60.0,0.0,0.0,0.0
2055,D011842,음료 및 차류,유자몽 에이드 L,2019,커피마마,식약처('19),650,386.4,0.0,0.0,0.0,87.2,90.0,0.0,0.0,0.0
2056,D011843,음료 및 차류,허니코코망고 에이드,2019,커피마마,식약처('19),405,200.0,0.0,0.0,0.0,44.0,60.0,0.0,0.0,0.0
2057,D011844,음료 및 차류,허니코코망고 에이드,2019,커피마마,식약처('19),575,300.0,0.0,0.0,0.0,66.0,90.0,0.0,0.0,0.0
2058,D011845,음료 및 차류,블루 레몬 에이드 R,2019,커피마마,식약처('19),420,236.4,0.0,0.0,0.0,59.1,50.0,0.0,0.0,0.0
2059,D011846,음료 및 차류,블루 레몬 에이드 L,2019,커피마마,식약처('19),590,269.6,0.0,0.0,0.0,67.4,50.0,0.0,0.0,0.0
2060,D011847,음료 및 차류,레몬 에이드 L,2019,커피마마,식약처('19),590,251.6,0.0,0.0,0.0,62.6,50.0,0.0,0.0,0.0
2061,D011848,음료 및 차류,자몽에이드 R,2019,커피마마,식약처('19),435,200.0,0.0,0.0,0.0,48.0,40.0,0.0,0.0,0.0
2062,D011849,음료 및 차류,자몽에이드 L,2019,커피마마,식약처('19),620,300.0,0.0,0.0,0.0,72.0,60.0,0.0,0.0,0.0
2063,D011850,음료 및 차류,석류 아이스티 R,2019,커피마마,식약처('19),400,180.0,0.0,0.0,0.0,41.6,16.9,0.0,0.0,0.0
2064,D011851,음료 및 차류,석류 아이스티 L,2019,커피마마,식약처('19),568,270.0,0.0,0.0,0.0,62.4,25.3,0.0,0.0,0.0
2065,D011852,음료 및 차류,핑크레몬에이드 R,2019,커피마마,식약처('19),400,180.0,0.0,0.0,0.0,36.0,22.5,0.0,0.0,0.0
2066,D011853,음료 및 차류,핑크레몬에이드 L,2019,커피마마,식약처('19),568,270.0,0.0,0.0,0.0,54.0,33.8,0.0,0.0,0.0
2067,D011854,음료 및 차류,블루베리에이드 R,2019,커피마마,식약처('19),400,180.0,0.0,0.0,0.0,40.5,0.0,0.0,0.0,0.0
2068,D011855,음료 및 차류,블루베리에이드 L,2019,커피마마,식약처('19),568,270.0,0.0,0.0,0.0,60.8,0.0,0.0,0.0,0.0
2069,D011856,음료 및 차류,딸기주스 R,2019,커피마마,식약처('19),360,170.5,0.0,1.1,0.0,37.9,1.7,0.0,0.0,0.0
2070,D011857,음료 및 차류,딸기주스 L,2019,커피마마,식약처('19),515,255.8,0.0,1.7,0.0,56.8,2.6,0.0,0.0,0.0
2071,D011858,음료 및 차류,오렌지주스 R,2019,커피마마,식약처('19),370,171.9,0.0,2.4,0.0,36.8,0.0,0.0,0.0,0.0
2072,D011859,음료 및 차류,오렌지주스 L,2019,커피마마,식약처('19),575,279.0,0.0,3.9,0.0,59.4,0.0,0.0,0.1,0.0
2073,D011860,음료 및 차류,키위쥬스 R,2019,커피마마,식약처('19),410,176.4,0.0,2.3,0.0,31.4,6.0,0.0,0.1,0.0
2074,D011861,음료 및 차류,키위쥬스 L,2019,커피마마,식약처('19),590,264.6,0.0,3.4,0.0,47.1,9.0,0.0,0.1,0.0
2075,D011862,음료 및 차류,바나나주스 R,2019,커피마마,식약처('19),390,273.1,0.0,4.7,0.0,39.5,46.8,0.0,2.5,0.0
2076,D011863,음료 및 차류,바나나주스 L,2019,커피마마,식약처('19),575,419.4,0.0,7.4,0.0,59.9,77.7,0.0,4.1,0.0
2077,D011864,음료 및 차류,토마토쥬스 R,2019,커피마마,식약처('19),370,99.4,0.0,2.2,0.0,20.0,12.5,0.0,0.1,0.0
2078,D011865,음료 및 차류,토마토쥬스 L,2019,커피마마,식약처('19),575,157.2,0.0,3.7,0.0,31.1,21.0,0.0,0.2,0.0
2079,D011866,음료 및 차류,하이포션 레몬그라스 R,2019,커피마마,식약처('19),405,163.1,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0
2080,D011867,음료 및 차류,하이포션 레몬그라스 L,2019,커피마마,식약처('19),573,244.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2081,D011868,음료 및 차류,하이포션 로즈플라워 R,2019,커피마마,식약처('19),405,112.5,0.0,0.0,0.0,24.8,0.0,0.0,0.0,0.0
2082,D011869,음료 및 차류,하이포션 로즈플라워 L,2019,커피마마,식약처('19),572,168.8,0.0,0.0,0.0,37.1,0.0,0.0,0.0,0.0
2083,D011870,음료 및 차류,깔라봉 차 R,2019,커피마마,식약처('19),310,146.9,0.0,0.1,0.0,34.6,41.1,0.0,0.0,0.0
2084,D011871,음료 및 차류,깔라봉 차 L,2019,커피마마,식약처('19),495,220.4,0.0,0.2,0.0,51.8,61.6,0.0,0.0,0.0
2085,D011872,음료 및 차류,자몽차 R,2019,커피마마,식약처('19),320,200.0,0.0,0.0,0.0,48.0,40.0,0.0,0.0,0.0
2086,D011873,음료 및 차류,자몽차 L,2019,커피마마,식약처('19),510,300.0,0.0,0.0,0.0,72.0,60.0,0.0,0.0,0.0
2087,D011874,음료 및 차류,로즈플라워,2019,커피마마,식약처('19),305,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2088,D011875,음료 및 차류,레몬그라스,2019,커피마마,식약처('19),305,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
